250;0.00003472;0.33720529
255;-0.00009363;0.33965365
260;-0.00016083;0.34300583
265;0.00003784;0.34640681
270;0.00002677;0.34917366
275;-0.0000599;0.35258055
280;-0.0000031;0.35444613
285;-0.00002999;0.35515722
290;0.00009563;0.35299353
295;-0.00020371;0.35306771
300;-0.0001234;0.35333472
305;0.00009024;0.35214221
310;-0.00015719;0.3510132
315;-0.00015442;0.34956696
320;0.0000091;0.34672256
325;0.00012842;0.34501536
330;0.00002508;0.34343366
335;-0.00018638;0.34238783
340;-0.00007663;0.34006772
345;-0.00004597;0.33789418
350;0.00007857;0.33656284
355;-0.00006521;0.33445657
360;-0.00001684;0.33270198
365;0.00016314;0.33127343
370;0.00043819;0.33006909
375;0.00048072;0.32682438
380;0.00072864;0.32203881
385;0.00116293;0.32069572
390;0.00169936;0.31816809
395;0.00266059;0.31550811
400;0.00385849;0.31331725
405;0.00542169;0.31237642
410;0.00750166;0.31155732
415;0.01035285;0.31119533
420;0.01342528;0.31142668
425;0.01774653;0.30984309
430;0.02260128;0.30783048
435;0.02879306;0.30283909
440;0.03600394;0.29493734
445;0.04459391;0.28365859
450;0.05485191;0.26971234
455;0.06704184;0.25405505
460;0.08072425;0.23755855
465;0.0964196;0.22281236
470;0.11371195;0.21206108
475;0.13204256;0.20774031
480;0.15047365;0.21159356
485;0.16836789;0.22425579
490;0.1852094;0.24499476
495;0.19950389;0.27150693
500;0.21220958;0.30142883
505;0.22282553;0.33149015
510;0.23212198;0.35977047
515;0.240548;0.38499494
520;0.24897316;0.40603578
525;0.25769948;0.42236269
530;0.26746025;0.43368633
535;0.27889622;0.44021661
540;0.29157791;0.44155996
545;0.30692726;0.4380256
550;0.3237061;0.42976611
555;0.34338997;0.41691904
560;0.36645043;0.3993106
565;0.39253629;0.3773014
570;0.42088121;0.35232469
575;0.45290478;0.32339383
580;0.48717706;0.29146514
585;0.52501039;0.2577613
590;0.56357218;0.22259227
595;0.60392545;0.18803807
600;0.64402147;0.15529132
605;0.68302159;0.12599177
610;0.7188404;0.10162432
615;0.75077137;0.0834338
620;0.77800525;0.07222571
625;0.79834764;0.06847753
630;0.81200799;0.07195715
635;0.81744436;0.0818259
640;0.81876826;0.09709086
645;0.81346825;0.11669628
650;0.80217193;0.13953244
655;0.78833376;0.16423409
660;0.77176118;0.18995036
665;0.75371938;0.21557698
670;0.73518031;0.24094647
675;0.71546101;0.2652539
680;0.69563785;0.28813033
685;0.67811648;0.3102722
690;0.66031576;0.33081131
695;0.64375517;0.34924959
700;0.62836327;0.36599738
705;0.61199469;0.38155993
710;0.60022949;0.3955718
715;0.5870865;0.40886859
720;0.57642667;0.41973533
725;0.56619195;0.42972669
730;0.55697365;0.43916699
735;0.54901811;0.4463551
740;0.54102213;0.45276971
745;0.53486338;0.45833106
750;0.53034638;0.46378407
755;0.52534622;0.46839632
760;0.5238093;0.4713711
765;0.52018287;0.47391337
770;0.51872384;0.47604155
775;0.51623306;0.47663324
780;0.51452919;0.47762411
785;0.51495951;0.47798231
790;0.51419236;0.47728365
795;0.51542653;0.47622989
800;0.51635279;0.47545092
805;0.5181926;0.47251619
810;0.52257523;0.46851828
815;0.51930499;0.46555046
820;0.52499199;0.46275615
825;0.52805151;0.45980811
830;0.53170486;0.45577195
835;0.53543776;0.45147625
840;0.53976402;0.44661545
845;0.54441634;0.44116085
850;0.55080994;0.43542672
855;0.55543553;0.42947697
860;0.56138588;0.4235312
865;0.56667848;0.41738559
870;0.5732719;0.41023731
